source_file,sheet,device_group,device_no,device_id,dose_krad_si,scan_no,sweep,rows,columns,x_min,x_max,x_step_median,x_strictly_increasing,drain_i_min_a,drain_i_max_a,negative_drain_i_points,missing_drain_i_points,error_cells,max_abs_gate_i_a
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-6.35755337263788e-12,0.076418399810791,200,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S2-0k,S,2,S2,0,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-9.07238173475378e-12,0.0778269320726395,49,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-0K.xlsx,S3-0k,S,3,S3,0,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-9.87834813948041e-12,0.0790822803974152,206,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-10K.xlsx,S1-10K,S,1,S1,10,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-8.09666222956196e-12,0.0769327208399773,177,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-10K.xlsx,S2-10K,S,2,S2,10,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-3.64266949937075e-12,0.073647752404213,51,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-10K.xlsx,S3-10K,S,3,S3,10,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-8.73298655612587e-12,0.0790375173091888,177,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-4.15237288997616e-12,0.0789728239178658,113,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-1.2253809078544e-12,0.0767152607440948,11,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-20K.xlsx,S3-20K,S,3,S3,20,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-2.15863438235431e-12,0.078704759478569,41,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S1-30K,S,1,S1,30,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,-1.42495182320346e-11,0.0778236165642738,189,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,-5.38377675773916e-12,0.0767086669802666,98,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,-1.8576334914755e-11,0.0775519087910652,168,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S1-40K,S,1,S1,40,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,1.11579634420877e-11,0.0784294530749321,0,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S2-40K,S,2,S2,40,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,1.72664105235754e-11,0.0784352347254753,0,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-40K.xlsx,S3-40K,S,3,S3,40,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,1.33637823029886e-11,0.0779603272676468,0,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S1-50K,S,1,S1,50,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-16.0,0.0,0.05000019073479933,True,1.11395809243575e-10,0.0774392634630203,0,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S2-50K,S,2,S2,50,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-16.0,0.0,0.05000019073479933,True,1.18776877222615e-10,0.0763932317495346,0,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-50K.xlsx,S3-50K,S,3,S3,50,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-16.0,0.0,0.05000019073479933,True,6.82122691664233e-11,0.0769918337464333,0,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S1-60K,S,1,S1,60,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-18.0,0.0,0.05000019073479933,True,3.5284986044104e-10,0.0786929428577423,0,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-18.0,0.0,0.05000019073479933,True,5.66313052008383e-10,0.0776024013757706,0,0,1,
S转移特性曲线\S转移特性曲线\vgs-id#S-60K.xlsx,S3-60K,S,3,S3,60,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-18.0,0.0,0.05000019073479933,True,3.33888056092135e-10,0.0744780600070953,0,0,1,
T转移特性曲线\vgs-id#T-0K.xlsx,T1-0k,T,1,T1,0,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-9.96316917856177e-12,0.0671399533748627,163,0,1,
T转移特性曲线\vgs-id#T-0K.xlsx,T2-0k,T,2,T2,0,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-7.92707566255046e-12,0.0830302238464355,146,0,1,
T转移特性曲线\vgs-id#T-0K.xlsx,T3-0k,T,3,T3,0,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-6.86653511827728e-12,0.0811852365732193,161,0,1,
T转移特性曲线\vgs-id#T-10K.xlsx,T1-10K,T,1,T1,10,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,2.55062637677383e-12,0.0839639455080032,0,0,1,
T转移特性曲线\vgs-id#T-10K.xlsx,T2-10K,T,2,T2,10,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,-5.03624919545587e-13,0.0837015509605408,1,0,1,
T转移特性曲线\vgs-id#T-10K.xlsx,T3-10K,T,3,T3,10,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,2.46577758211686e-12,0.0819826424121857,0,0,1,
T转移特性曲线\vgs-id#T-20K.xlsx,T1-20K,T,1,T1,20,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,7.80997488902813e-12,0.0840605720877647,0,0,1,
T转移特性曲线\vgs-id#T-20K.xlsx,T2-20K,T,2,T2,20,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,8.4886819795571e-12,0.0840155631303787,0,0,1,
T转移特性曲线\vgs-id#T-20K.xlsx,T3-20K,T,3,T3,20,1,transfer,361,"DrainI,GateV,GM,IDLIN,VT",-10.0,8.0,0.050000011920928455,True,9.59157753221973e-12,0.0833859518170357,0,0,1,
T转移特性曲线\vgs-id#T-30K.xlsx,T1-30K,T,1,T1,30,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,7.55423501530572e-12,0.0838323906064034,0,0,1,
T转移特性曲线\vgs-id#T-30K.xlsx,T2-30K,T,2,T2,30,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,5.13630804555021e-12,0.0840342193841934,0,0,1,
T转移特性曲线\vgs-id#T-30K.xlsx,T3-30K,T,3,T3,30,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,2.71835332021908e-12,0.0834500566124916,0,0,1,
T转移特性曲线\vgs-id#T-40K.xlsx,T1-40K,T,1,T1,40,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,1.53574930550349e-11,0.0841468274593353,0,0,1,
T转移特性曲线\vgs-id#T-40K.xlsx,T2-40K,T,2,T2,40,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,2.23567830914817e-11,0.0838446244597435,0,0,1,
T转移特性曲线\vgs-id#T-40K.xlsx,T3-40K,T,3,T3,40,1,transfer,321,"DrainI,GateV,GM,IDLIN,VT",-14.0,2.0,0.05000007152557995,True,1.50181533875582e-11,0.084444597363472,0,0,1,
T转移特性曲线\vgs-id#T-50K.xlsx,T1-50K,T,1,T1,50,1,transfer,301,"DrainI,GateV,GM,IDLIN,VT",-16.0,-1.0,0.05000019073479933,True,1.25154053787213e-11,0.084112785756588,0,0,1,
T转移特性曲线\vgs-id#T-50K.xlsx,T2-50K,T,2,T2,50,1,transfer,301,"DrainI,GateV,GM,IDLIN,VT",-16.0,-1.0,0.05000019073479933,True,1.10307041278901e-11,0.0827967151999474,0,0,1,
T转移特性曲线\vgs-id#T-50K.xlsx,T3-50K,T,3,T3,50,1,transfer,301,"DrainI,GateV,GM,IDLIN,VT",-16.0,-1.0,0.05000019073479933,True,9.03641050875592e-12,0.0838559120893478,0,0,1,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,T,1,T1,60,1,transfer,341,"DrainI,GateV,GM,IDLIN,VT",-20.0,-3.0,0.05000019073479933,True,-2.58662535834731e-12,0.0835864096879959,6,0,1,
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,T,2,T2,60,1,transfer,341,"DrainI,GateV,GM,IDLIN,VT",-20.0,-3.0,0.05000019073479933,True,-2.41692776903335e-12,0.0828183889389038,14,0,1,
T转移特性曲线\vgs-id#T-60K.xlsx,T3-60K,T,3,T3,60,1,transfer,341,"DrainI,GateV,GM,IDLIN,VT",-20.0,-3.0,0.05000019073479933,True,-2.54421483880662e-12,0.0841411426663399,20,0,1,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,S,1,S1,0,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,2.38027930699047e-11,0.0099999587982893,0,0,0,6.64219623747186e-10
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,S,2,S2,0,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,5.73142366899759e-11,0.00999995786696672,0,0,0,6.16681206100367e-10
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,S,3,S3,0,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,2.77478040544565e-11,0.00999995414167643,0,0,0,6.0523430711612e-10
S输出特性曲线\vds-id#S-10K.xlsx,S1-10K,S,1,S1,10,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-6.18780027217269e-12,0.00999994855374098,1,0,0,6.82380318917097e-10
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,S,2,S2,10,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,8.95600260619744e-12,0.00999994389712811,0,0,0,6.53924414617535e-10
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,S,3,S3,10,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,2.42694475627303e-11,0.00999995227903128,0,0,0,5.41978062429394e-09
S输出特性曲线\vds-id#S-20K.xlsx,S1-20K,S,1,S1,20,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,4.96785945713896e-12,0.00999994296580553,0,0,0,6.67584709734825e-10
S输出特性曲线\vds-id#S-20K.xlsx,S2-20K,S,2,S2,20,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,9.29464838428373e-12,0.00999994296580553,0,0,0,6.64936716798792e-10
S输出特性曲线\vds-id#S-20K.xlsx,S3-20K,S,3,S3,20,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,1.96450633538348e-11,0.00999994017183781,0,0,0,1.1936953114855e-07
S输出特性曲线\vds-id#S-20K.xlsx,s3-20K-2,S,3,S3,20,2,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,3.05896974417408e-12,0.00999993644654751,0,0,0,9.7253205488812e-10
S输出特性曲线\vds-id#S-30K.xlsx,S1-30K,S,1,S1,30,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-3.3900382501173e-12,0.00999992247670889,1,0,0,6.28924079482118e-10
S输出特性曲线\vds-id#S-30K.xlsx,S1-30K-2,S,1,S1,30,2,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,5.94227445027684e-12,0.00999992992728949,0,0,0,4.46418735311482e-10
S输出特性曲线\vds-id#S-30K.xlsx,S2-30K,S,2,S2,30,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-7.17620407542086e-13,0.00999992620199919,1,0,0,6.33421592954875e-10
S输出特性曲线\vds-id#S-30K.xlsx,S2-30K-2,S,2,S2,30,2,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-1.5659973318094e-12,0.00999994389712811,1,0,0,4.43770631353146e-10
S输出特性曲线\vds-id#S-30K.xlsx,S3-30K,S,3,S3,30,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-5.34136623819848e-12,0.00999992899596691,1,0,0,3.43079076259301e-09
S输出特性曲线\vds-id#S-40K.xlsx,S1-40K,S,1,S1,40,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,1.2557815898262e-11,0.00999997090548277,0,0,0,4.35970948231557e-09
S输出特性曲线\vds-id#S-40K.xlsx,S2-40K,S,2,S2,40,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,1.93874083453949e-11,0.00999996811151505,0,0,0,4.01603216459989e-07
S输出特性曲线\vds-id#S-40K.xlsx,S2-40K-2,S,2,S2,40,2,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,9.84293202499487e-12,0.00999997463077307,0,0,0,4.41880032564512e-10
S输出特性曲线\vds-id#S-40K.xlsx,S3-40K,S,3,S3,40,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,6.37795372071537e-13,0.0099999587982893,0,0,0,3.91591839843386e-07
S输出特性曲线\vds-id#S-40K.xlsx,S3-40K-2,S,3,S3,40,2,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,5.00705032990822e-12,0.00999996811151505,0,0,0,4.41207459456194e-10
S输出特性曲线\vds-id#S-50K.xlsx,S1-50K,S,1,S1,50,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-7.56654117139988e-09,0.00999997090548277,1,0,0,3.32311351769476e-08
S输出特性曲线\vds-id#S-50K.xlsx,S2-50K,S,2,S2,50,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,6.02462524312841e-12,0.00999996159225702,0,0,0,4.50503648607992e-07
S输出特性曲线\vds-id#S-50K.xlsx,S2-50K-2,S,2,S2,50,2,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,2.58347510051493e-11,0.00999996904283762,0,0,0,4.25993518238244e-10
S输出特性曲线\vds-id#S-50K.xlsx,S3-50K,S,3,S3,50,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-3.47746831330653e-12,0.0100141689181328,1,0,0,3.48407724004574e-07
S输出特性曲线\vds-id#S-50K.xlsx,S3-50K-2,S,3,S3,50,2,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,1.52721724155924e-11,0.00999997835606337,0,0,0,1.21440102418546e-09
S输出特性曲线\vds-id#S-50K.xlsx,S3-50K-3,S,3,S3,50,3,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,5.94857496594159e-13,0.00999997556209564,0,0,0,4.40074476859564e-10
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K,S,1,S1,60,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-5.1728875405388e-08,0.00999994203448296,1,0,0,3.92130594661921e-09
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,1.23859256184744e-11,0.0100000062957406,0,0,0,4.2133024846791e-10
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-3.2398929761257e-08,0.00999999325722456,1,0,0,3.36409328838272e-07
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K-2,S,2,S2,60,2,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,7.79674380613216e-11,0.0100000016391277,0,0,0,3.62778640461414e-10
S输出特性曲线\vds-id#S-60K.xlsx,S3-60K,S,3,S3,60,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,8.22875101391674e-12,0.010013272985816,0,0,0,1.16690728191315e-06
S输出特性曲线\vds-id#S-60K.xlsx,S3-60K-2,S,3,S3,60,2,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,1.87489468395086e-11,0.0100000035017729,0,0,0,4.4887440431296e-09
S输出特性曲线\vds-id#S-60K.xlsx,S3-60K-3,S,3,S3,60,3,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,1.56522850236485e-11,0.0100000081583858,0,0,0,4.40329050999111e-10
S输出特性曲线\vds-id#S-60K.xlsx,S3-60K-4,S,3,S3,60,4,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,5.00480212828336e-12,0.00999999698251486,0,0,0,4.40203040685816e-10
T输出特性曲线\vds-id#T-0K.xlsx,T1-0k,T,1,T1,0,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,5.77449199568036e-12,0.0099999587982893,0,0,0,1.15486120666475e-09
T输出特性曲线\vds-id#T-0K.xlsx,T2-0k,T,2,T2,0,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,6.02898286850007e-12,0.00999995321035385,0,0,0,8.47185599450739e-10
T输出特性曲线\vds-id#T-0K.xlsx,T3-0k,T,3,T3,0,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-1.11085307619163e-11,0.0099999476224184,1,0,0,6.73382627436325e-10
T输出特性曲线\vds-id#T-10K.xlsx,T1-10K,T,1,T1,10,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,3.44144157615744e-12,0.00999992620199919,0,0,0,1.36498434777366e-09
T输出特性曲线\vds-id#T-10K.xlsx,T2-10K,T,2,T2,10,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,1.52340917658478e-11,0.00999992713332176,0,0,0,1.5783820916937e-09
T输出特性曲线\vds-id#T-10K.xlsx,T3-10K,T,3,T3,10,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-1.40354117217356e-11,0.00999992527067661,1,0,0,1.33303967864151e-09
T输出特性曲线\vds-id#T-20K.xlsx,T1-20K,T,1,T1,20,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,2.27841079336599e-11,0.00999993085861206,0,0,0,6.48460118934935e-10
T输出特性曲线\vds-id#T-20K.xlsx,T2-20K,T,2,T2,20,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-4.19478340951684e-12,0.00999993365257978,1,0,0,6.49636955341037e-10
T输出特性曲线\vds-id#T-20K.xlsx,T3-20K,T,3,T3,20,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,3.90737442401701e-12,0.00999993551522493,0,0,0,6.41944997159527e-10
T输出特性曲线\vds-id#T-30K.xlsx,T1-30K,T,1,T1,30,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,4.46714887303301e-11,0.00999992713332176,0,0,0,6.26360130429049e-10
T输出特性曲线\vds-id#T-30K.xlsx,T2-30K,T,2,T2,30,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,6.39821529091478e-13,0.00999993365257978,0,0,0,6.10177519622113e-10
T输出特性曲线\vds-id#T-30K.xlsx,T3-30K,T,3,T3,30,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,7.55423501530572e-12,0.00999992806464434,0,0,0,6.05932248820551e-10
T输出特性曲线\vds-id#T-40K.xlsx,T1-40K,T,1,T1,40,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,3.43752803999564e-12,0.00999996531754732,0,0,0,6.13415040984222e-10
T输出特性曲线\vds-id#T-40K.xlsx,T2-40K,T,2,T2,40,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-2.62853627752691e-12,0.00999996811151505,1,0,0,3.86607135194339e-10
T输出特性曲线\vds-id#T-40K.xlsx,T3-40K,T,3,T3,40,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,-1.38698219576128e-11,0.00999997556209564,1,0,0,6.16273199138817e-10
T输出特性曲线\vds-id#T-50K.xlsx,T1-50K,T,1,T1,50,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,2.05751804482901e-11,0.009999955072999,0,0,0,6.22367990477102e-10
T输出特性曲线\vds-id#T-50K.xlsx,T2-50K,T,2,T2,50,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,2.33463248733301e-12,0.00999995972961187,0,0,0,6.15432649286873e-10
T输出特性曲线\vds-id#T-50K.xlsx,T3-50K,T,3,T3,50,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,4.1581182941286e-12,0.00999995786696672,0,0,0,6.02320693321445e-10
T输出特性曲线\vds-id#T-60K.xlsx,T1-60K,T,1,T1,60,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,2.09988693100627e-11,0.00999993830919266,0,0,0,5.88239734700124e-10
T输出特性曲线\vds-id#T-60K.xlsx,T2-60K,T,2,T2,60,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,2.46133669001836e-12,0.00999994110316038,0,0,0,6.06607930553338e-10
T输出特性曲线\vds-id#T-60K.xlsx,T3-60K,T,3,T3,60,1,output,151,"DrainI,DrainV,GateI,GateV",0.0,150.0,1.0,True,2.55490073541864e-13,0.00999993830919266,0,0,0,5.99126137590389e-10
