device_group,device_no,device_id,dose_krad_si,scan_no,vgs_min_v,vgs_max_v,points,vt_tangent_v,gm_max_s,gm_peak_vgs_v,ss_mv_dec,ss_r2,ss_vgs_start_v,ss_vgs_end_v,abs_id_at_m10p0v_a,abs_id_at_m5p0v_a,vt_0_v,gm_0_s,delta_vt_v,gm_change_pct
S,1,S1,0,1,-10.0,8.0,361,2.0569205441899654,0.14709284886704632,2.29999995231628,187.91494487750666,0.9999368536428405,0.949999988079071,1.95000004768372,3.22930571172719e-12,4.83038609111475e-12,2.0569205441899654,0.14709284886704632,0.0,0.0
S,1,S1,10,1,-10.0,8.0,361,0.9579335530638677,0.09985811595747329,1.29999995231628,201.05330868096107,0.999320306163588,-1.04999995231628,-0.0500000007450581,6.39990838102733e-12,6.10297923309133e-12,2.0569205441899654,0.14709284886704632,-1.0989869911260977,-32.112188507727765
S,1,S1,20,1,-10.0,8.0,361,-0.08435541644220113,0.08399606652972957,0.300000011920929,257.5101700687396,0.9997823731560446,-1.85000002384186,-0.850000023841858,7.64030505528979e-12,2.8373137173076697e-12,2.0569205441899654,0.14709284886704632,-2.1412759606321665,-42.895887069498805
S,1,S1,30,1,-14.0,2.0,321,-1.107370047622069,0.07403791003894689,-0.649999976158142,231.26287152694997,0.998414076371563,-3.40000009536743,-2.40000009536743,3.3584246494911e-13,3.18498005746903e-12,2.0569205441899654,0.14709284886704632,-3.1642905918120343,-49.66586709740868
S,1,S1,40,1,-14.0,2.0,321,-2.1059939781022807,0.06782008097993802,-1.60000002384186,229.9664023938126,0.9992700984484322,-4.5,-3.5,1.49333323484768e-11,1.67574010223603e-11,2.0569205441899654,0.14709284886704632,-4.162914522292246,-53.893012813125296
S,1,S1,50,1,-16.0,0.0,321,-3.078065019144157,0.06327631928268412,-2.54999995231628,266.84040890625835,0.999355722804191,-5.44999980926514,-4.44999980926514,1.13007769808604e-10,2.25090293071162e-08,2.0569205441899654,0.14709284886704632,-5.134985563334123,-56.98205604823245
S,1,S1,60,1,-18.0,0.0,361,-4.031159869580888,0.060231681599525244,-3.5,328.763073002927,0.9992058380782605,-5.90000009536743,-4.90000009536743,4.72474948054469e-10,4.86861063109245e-05,2.0569205441899654,0.14709284886704632,-6.088080413770854,-59.051930761115926
S,2,S2,0,1,-10.0,8.0,361,2.0845167694208797,0.14372125079366777,2.29999995231628,189.42533474926503,0.99993037588248,0.949999988079071,1.95000004768372,5.277536740955209e-11,1.3325174297307298e-11,2.0845167694208797,0.14372125079366777,0.0,0.0
S,2,S2,10,1,-10.0,8.0,361,0.9658739261891734,0.09425111682457826,1.29999995231628,245.40986740792687,0.9998658735301774,-0.600000023841858,0.400000005960464,2.3760410305939698e-11,2.46577758211686e-12,2.0845167694208797,0.14372125079366777,-1.1186428432317062,-34.420890227368595
S,2,S2,20,1,-10.0,8.0,361,-0.08668610506122987,0.08038297695236368,0.300000011920929,212.88985756456583,0.9997581091903597,-2.40000009536743,-1.39999997615814,5.01026997667964e-12,3.14381853883106e-12,2.0845167694208797,0.14372125079366777,-2.1712028744821095,-44.0702216906219
S,2,S2,30,1,-14.0,2.0,321,-1.1214964682652688,0.07177718289931329,-0.649999976158142,319.49063824102865,0.9997614128301062,-2.75,-1.75,2.7183533202190798e-12,1.2690681838733998e-12,2.0845167694208797,0.14372125079366777,-3.2060132376861485,-50.05805856618962
S,2,S2,40,1,-14.0,2.0,321,-2.1299894076555814,0.06660471085223246,-1.64999997615814,244.5207443514269,0.9995920290677112,-4.59999990463257,-3.59999990463257,2.2187113257743398e-11,2.1084189949505097e-11,2.0845167694208797,0.14372125079366777,-4.214506177076461,-53.65701976261467
S,2,S2,50,1,-16.0,0.0,321,-3.1175710157097196,0.061611608062756784,-2.59999990463257,310.08420190090385,0.9992227353071628,-5.09999990463257,-4.09999990463257,1.22297755256184e-10,5.15778530996158e-08,2.0845167694208797,0.14372125079366777,-5.202087785130599,-57.131177385027776
S,2,S2,60,1,-18.0,0.0,361,-4.087003058351772,0.058676158883861906,-3.54999995231628,288.3421023563593,0.9990342318920059,-6.40000009536743,-5.40000009536743,5.70979485914336e-10,7.84018993726932e-05,2.0845167694208797,0.14372125079366777,-6.171519827772651,-59.17363746847719
S,3,S3,0,1,-10.0,8.0,361,2.076939293259373,0.15358290764947352,2.29999995231628,187.56896509972458,0.999931514847189,1.0,2.0,2.66700550533017e-12,5.21219178928334e-12,2.076939293259373,0.15358290764947352,0.0,0.0
S,3,S3,10,1,-10.0,8.0,361,0.977181232520496,0.10264816257207748,1.29999995231628,200.93224427188525,0.9995929469509203,-1.04999995231628,-0.0500000007450581,3.21845328166148e-12,4.32134883432411e-12,2.076939293259373,0.15358290764947352,-1.099758060738877,-33.16433179768011
S,3,S3,20,1,-10.0,8.0,361,-0.06598046369639621,0.0840178163372961,0.349999994039536,211.54864035358256,0.9997755009903476,-2.40000009536743,-1.39999997615814,6.3252736381968995e-12,2.5075219678427597e-12,2.076939293259373,0.15358290764947352,-2.142919756955769,-45.29481332059928
S,3,S3,30,1,-14.0,2.0,321,-1.084506149768576,0.07419405775665627,-0.649999976158142,221.65611552543314,0.9991822533541322,-3.65000009536743,-2.65000009536743,1.7003065622134299e-12,3.22039617195458e-12,2.076939293259373,0.15358290764947352,-3.161445443027949,-51.6912012591978
S,3,S3,40,1,-14.0,2.0,321,-2.08198555074441,0.06774289637975489,-1.60000002384186,240.67107692766527,0.9995882178303722,-4.55000019073486,-3.54999995231628,1.7139151209377698e-11,1.75209569075463e-11,2.076939293259373,0.15358290764947352,-4.158924844003783,-55.8916435321264
S,3,S3,50,1,-16.0,0.0,321,-3.0538532575156125,0.06308207872730609,-2.54999995231628,264.3868685017602,0.9993749718693202,-5.5,-4.5,8.178666077718329e-11,2.29541630147878e-08,2.076939293259373,0.15358290764947352,-5.130792550774986,-58.92636772362714
S,3,S3,60,1,-18.0,0.0,361,-4.022013445818195,0.057576823235579166,-3.5,348.6808618007578,0.9995377713428869,-5.94999980926514,-4.94999980926514,3.48183648579692e-10,5.06368014612235e-05,2.076939293259373,0.15358290764947352,-6.098952739077568,-62.51091731705697
T,1,T1,0,1,-10.0,8.0,361,3.139861966341554,0.13142392209563353,3.40000009536743,226.67378944380292,0.9999175701289202,2.09999990463257,3.09999990463257,3.00634517280685e-12,8.266415330027139e-12,3.139861966341554,0.13142392209563353,0.0,0.0
T,1,T1,10,1,-10.0,8.0,361,1.1484875175157487,0.10563342468258424,1.5,1269.8243095809228,0.9996377123031803,-3.70000004768372,-2.70000004768372,7.30160376605227e-12,2.1893958868091097e-11,3.139861966341554,0.13142392209563353,-1.9913744488258054,-19.623898755876624
T,1,T1,20,1,-10.0,8.0,361,-0.6082629249908025,0.08972102494684675,-0.200000002980232,360.9793892102685,0.9999772367057999,-2.90000009536743,-1.89999997615814,3.84793585883614e-11,4.10584288790261e-10,3.139861966341554,0.13142392209563353,-3.7481248913323566,-31.7315877382207
T,1,T1,30,1,-14.0,2.0,321,-2.31178322791516,0.07729506719960971,-1.79999995231628,1558.4806891303667,0.9999670465380087,-7.05000019073486,-6.05000019073486,2.4225205175199e-11,5.4122497594733e-09,3.139861966341554,0.13142392209563353,-5.451645194256715,-41.186455276107004
T,1,T1,40,1,-14.0,2.0,321,-3.9758861723674745,0.06841441304333501,-3.40000009536743,1607.9955942191787,0.9999723420648206,-8.69999980926514,-7.69999980926514,1.14238341009099e-10,9.7677853773348e-05,3.139861966341554,0.13142392209563353,-7.115748138709028,-47.9437137832854
T,1,T1,50,1,-16.0,-1.0,301,-5.601388125399171,0.06172639718423517,-5.0,1659.773323463064,0.9999813372295571,-10.3000001907349,-9.30000019073486,1.12768383520034e-09,0.0371222347021103,3.139861966341554,0.13142392209563353,-8.741250091740724,-53.032601523398014
T,1,T1,60,1,-20.0,-3.0,341,-7.1992823717927665,0.05707258075397764,-6.55000019073486,1698.3498922501271,0.9999835365129394,-11.8000001907349,-10.8000001907349,1.13377991439734e-08,0.0796323642134666,3.139861966341554,0.13142392209563353,-10.339144338134322,-56.57367407400342
T,2,T2,0,1,-10.0,8.0,361,3.1119249852202335,0.15979865318809855,3.34999990463257,222.16833383702647,0.9999100197763737,2.04999995231628,3.04999995231628,3.33927330231631e-13,1.86103910060353e-12,3.1119249852202335,0.15979865318809855,0.0,0.0
T,2,T2,10,1,-10.0,8.0,361,1.1872373827073377,0.10627023512760192,1.54999995231628,272.5976685102283,0.9998390342525529,-0.75,0.25,3.65354968501208e-12,1.8500367904295e-11,3.1119249852202335,0.15979865318809855,-1.9246876025128958,-33.49741502357249
T,2,T2,20,1,-10.0,8.0,361,-0.48647971798801765,0.09135377737258832,-0.0500000007450581,1447.6429593265188,0.9999127153571566,-5.34999990463257,-4.34999990463257,3.17770532110018e-11,3.83605397447084e-10,3.1119249852202335,0.15979865318809855,-3.598404703208251,-42.831947860626805
T,2,T2,30,1,-14.0,2.0,321,-2.106050528214629,0.07934147151101151,-1.60000002384186,1551.02786071561,0.9999675917807366,-7.0,-6.0,1.9304502441031e-11,4.4525814146823e-09,3.1119249852202335,0.15979865318809855,-5.217975513434863,-50.34909873888682
T,2,T2,40,1,-14.0,2.0,321,-3.7008258509224934,0.06988844562685803,-3.15000009536743,1700.2476948009378,0.9999819581738327,-8.55000019073486,-7.55000019073486,1.6845100314633002e-10,2.14139236049959e-05,3.1119249852202335,0.15979865318809855,-6.812750836142727,-56.26468419318119
T,2,T2,50,1,-16.0,-1.0,301,-5.237373910221805,0.0622663754403871,-4.65000009536743,1653.4660643246818,0.9999738969178186,-10.1499996185303,-9.14999961853027,8.24578128000297e-10,0.0168854910880327,3.1119249852202335,0.15979865318809855,-8.34929889544204,-61.03448045516784
T,2,T2,60,1,-20.0,-3.0,341,-6.772753127449849,0.05694992665685239,-6.15000009536743,1690.114157956432,0.9999800259439262,-11.6499996185303,-10.6499996185303,7.66896413040286e-09,0.0756688490509987,3.1119249852202335,0.15979865318809855,-9.884678112670082,-64.36144765887558
T,3,T3,0,1,-10.0,8.0,361,3.1759900586403944,0.1589254894527562,3.40000009536743,227.28467233709898,0.9999293108445475,2.09999990463257,3.09999990463257,1.43682288289426e-12,6.86653511827728e-12,3.1759900586403944,0.1589254894527562,0.0,0.0
T,3,T3,10,1,-10.0,8.0,361,1.2799433538862914,0.10546613946726002,1.64999997615814,267.1064468772022,0.9996792514804981,-0.699999988079071,0.300000011920929,4.7140347181340295e-12,1.4470535880661799e-11,3.1759900586403944,0.1589254894527562,-1.896046704754103,-33.637996126095324
T,3,T3,20,1,-10.0,8.0,361,-0.3572701805303691,0.0919793630184988,0.0500000007450581,1434.9492465423175,0.9999304371835496,-5.05000019073486,-4.05000019073486,3.7673392183634695e-11,2.76156514322778e-10,3.1759900586403944,0.1589254894527562,-3.5332602391707635,-42.12422227849013
T,3,T3,30,1,-14.0,2.0,321,-1.9460715764760799,0.07981811015114254,-1.45000004768372,1515.4228555154266,0.9999451654377224,-6.65000009536743,-5.65000009536743,2.1001284045141197e-11,3.7044713963041402e-09,3.1759900586403944,0.1589254894527562,-5.1220616351164745,-49.77639494709872
T,3,T3,40,1,-14.0,2.0,321,-3.4895231269877938,0.07133019978460792,-2.95000004768372,1575.7531922867915,0.9999720592708045,-8.14999961853027,-7.15000009536743,6.392833484802909e-11,5.29475710209226e-06,3.1759900586403944,0.1589254894527562,-6.665513185628188,-55.11720616357626
T,3,T3,50,1,-16.0,-1.0,301,-5.013548076125976,0.06411661957498477,-4.44999980926514,1604.3436831248328,0.9999834036584117,-9.64999961853027,-8.64999961853027,4.06426697852069e-10,0.0087870229035615,3.1759900586403944,0.1589254894527562,-8.18953813476637,-59.65617611387333
T,3,T3,60,1,-20.0,-3.0,341,-6.505946295766467,0.059302308664545555,-5.90000009536743,1633.393629937909,0.9999870621842905,-11.1000003814697,-10.1000003814697,3.79756315282975e-09,0.0733237639069557,3.1759900586403944,0.1589254894527562,-9.681936354406862,-62.68546419536158
